country,Measure Names,reg_area_cod,reg_gear_cod,species,specon,vessel length,year,Measure Values
SCO,discards,7E,3A,TUR,NONE,O15M,2007,0
IRL,discards,7E,3A,TUR,NONE,O15M,2007,0
FRA,discards,7E,3A,TUR,NONE,O15M,2007,0
ENG,discards,7E,3A,TUR,NONE,O15M,2007,0
BEL,discards,7E,3A,TUR,NONE,O15M,2007,0
FRA,discards,7E,3A,TUR,NONE,O10T15M,2007,0
ENG,discards,7E,3A,TUR,NONE,O10T15M,2007,0
FRA,discards,7E,TRAMMEL,TRI,NONE,O15M,2007,
FRA,discards,7E,POTS,TRI,NONE,O10T15M,2007,
FRA,discards,7E,PEL_TRAWL,TRI,NONE,O10T15M,2007,
FRA,discards,7E,PEL_SEINE,TRI,NONE,O15M,2007,
FRA,discards,7E,OTTER,TRI,NONE,U10M,2007,
FRA,discards,7E,OTTER,TRI,NONE,O15M,2007,
FRA,discards,7E,OTTER,TRI,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,TRI,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,TRI,NONE,O15M,2007,
FRA,discards,7E,DREDGE,TRI,NONE,O10T15M,2007,
FRA,discards,7E,3B,TRI,NONE,O15M,2007,
FRA,discards,7E,3B,TRI,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SYC,NONE,U10M,2007,464.278
ENG,discards,7E,OTTER,SYC,NONE,O15M,2007,29.17
ENG,discards,7E,OTTER,SYC,NONE,O10T15M,2007,1158.306
ENG,discards,7E,3B,SYC,NONE,O15M,2007,0.391
ENG,discards,7E,3A,SYC,NONE,O15M,2007,1623.845
ENG,discards,7E,3A,SYC,NONE,O10T15M,2007,27.426
ENG,discards,7E,GILL,SWO,NONE,O10T15M,2007,
ENG,discards,7E,3B,SWO,NONE,O10T15M,2007,
ENG,discards,7E,TRAMMEL,SRX,NONE,U10M,2007,
ENG,discards,7E,TRAMMEL,SRX,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SRX,NONE,O10T15M,2007,
ENG,discards,7E,TRAMMEL,SRX,NONE,O10T15M,2007,
ENG,discards,7E,POTS,SRX,NONE,U10M,2007,
ENG,discards,7E,POTS,SRX,NONE,O10T15M,2007,
ENG,discards,7E,PEL_TRAWL,SRX,NONE,O15M,2007,
ENG,discards,7E,OTTER,SRX,NONE,U10M,2007,
GBJ,discards,7E,OTTER,SRX,NONE,O15M,2007,
ENG,discards,7E,OTTER,SRX,NONE,O15M,2007,
ENG,discards,7E,OTTER,SRX,NONE,O10T15M,2007,
ENG,discards,7E,LONGLINE,SRX,NONE,U10M,2007,
ENG,discards,7E,LONGLINE,SRX,NONE,O15M,2007,
ENG,discards,7E,LONGLINE,SRX,NONE,O10T15M,2007,
ENG,discards,7E,GILL,SRX,NONE,U10M,2007,
FRA,discards,7E,GILL,SRX,NONE,O15M,2007,
ENG,discards,7E,GILL,SRX,NONE,O15M,2007,
ENG,discards,7E,GILL,SRX,NONE,O10T15M,2007,
ENG,discards,7E,DREDGE,SRX,NONE,U10M,2007,
ENG,discards,7E,DREDGE,SRX,NONE,O15M,2007,
ENG,discards,7E,DREDGE,SRX,NONE,O10T15M,2007,
SCO,discards,7E,DEM_SEINE,SRX,NONE,O15M,2007,
ENG,discards,7E,BEAM,SRX,NONE,U10M,2007,
ENG,discards,7E,BEAM,SRX,NONE,O15M,2007,
ENG,discards,7E,3B,SRX,NONE,U10M,2007,
ENG,discards,7E,3B,SRX,NONE,O15M,2007,
FRA,discards,7E,3B,SRX,NONE,O10T15M,2007,
ENG,discards,7E,3B,SRX,NONE,O10T15M,2007,
ENG,discards,7E,3A,SRX,NONE,U10M,2007,
SCO,discards,7E,3A,SRX,NONE,O15M,2007,
ENG,discards,7E,3A,SRX,NONE,O15M,2007,
ENG,discards,7E,3A,SRX,NONE,O10T15M,2007,
FRA,discards,7E,PEL_SEINE,SRG,NONE,O15M,2007,
FRA,discards,7E,PEL_SEINE,SRG,NONE,O10T15M,2007,
FRA,discards,7E,3B,SRG,NONE,U10M,2007,
FRA,discards,7E,3B,SRG,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SQI,NONE,U10M,2007,
FRA,discards,7E,OTTER,SQI,NONE,O15M,2007,
FRA,discards,7E,OTTER,SQI,NONE,O10T15M,2007,
FRA,discards,7E,3B,SQI,NONE,U10M,2007,
ENG,discards,7E,3A,SQE,NONE,O15M,2007,0.014
FRA,discards,7E,POTS,SQC,NONE,O10T15M,2007,
FRA,discards,7E,PEL_TRAWL,SQC,NONE,U10M,2007,
FRA,discards,7E,PEL_TRAWL,SQC,NONE,O15M,2007,
FRA,discards,7E,PEL_TRAWL,SQC,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SQC,NONE,U10M,2007,
ENG,discards,7E,OTTER,SQC,NONE,U10M,2007,0.83
FRA,discards,7E,OTTER,SQC,NONE,O15M,2007,
ENG,discards,7E,OTTER,SQC,NONE,O15M,2007,0.041
FRA,discards,7E,OTTER,SQC,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SQC,NONE,O10T15M,2007,1.544
FRA,discards,7E,NONE,SQC,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SQC,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,SQC,NONE,O10T15M,2007,
FRA,discards,7E,GILL,SQC,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SQC,NONE,U10M,2007,
FRA,discards,7E,DREDGE,SQC,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SQC,NONE,O10T15M,2007,
FRA,discards,7E,3B,SQC,NONE,U10M,2007,
FRA,discards,7E,3B,SQC,NONE,O15M,2007,
FRA,discards,7E,3B,SQC,NONE,O10T15M,2007,
ENG,discards,7E,3A,SQC,NONE,O15M,2007,3.594
FRA,discards,7E,3A,SQC,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SPU,NONE,O15M,2007,
ENG,discards,7E,PEL_TRAWL,SPR,NONE,U10M,2007,
ENG,discards,7E,PEL_TRAWL,SPR,NONE,O15M,2007,
GBG,discards,7E,PEL_TRAWL,SPR,NONE,O10T15M,2007,
ENG,discards,7E,PEL_TRAWL,SPR,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SPR,NONE,O15M,2007,
FRA,discards,7E,OTTER,SPR,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SPR,NONE,O10T15M,2007,1.225
ENG,discards,7E,3B,SPR,NONE,U10M,2007,
ENG,discards,7E,3A,SPR,NONE,O15M,2007,0.059
FRA,discards,7E,TRAMMEL,SOX,NONE,U10M,2007,
FRA,discards,7E,TRAMMEL,SOX,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SOX,NONE,U10M,2007,
FRA,discards,7E,OTTER,SOX,NONE,O15M,2007,
FRA,discards,7E,OTTER,SOX,NONE,O10T15M,2007,
FRA,discards,7E,NONE,SOX,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SOX,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SOX,NONE,O10T15M,2007,
FRA,discards,7E,3B,SOX,NONE,U10M,2007,
FRA,discards,7E,3B,SOX,NONE,O15M,2007,
FRA,discards,7E,3B,SOX,NONE,O10T15M,2007,
FRA,discards,7E,3A,SOX,NONE,O15M,2007,
FRA,discards,7E,POTS,SOS,NONE,O10T15M,2007,
FRA,discards,7E,PEL_TRAWL,SOS,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SOS,NONE,U10M,2007,
FRA,discards,7E,OTTER,SOS,NONE,O15M,2007,
FRA,discards,7E,OTTER,SOS,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SOS,NONE,O10T15M,2007,
FRA,discards,7E,GILL,SOS,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SOS,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SOS,NONE,O10T15M,2007,
FRA,discards,7E,3B,SOS,NONE,U10M,2007,
FRA,discards,7E,3B,SOS,NONE,O10T15M,2007,
FRA,discards,7E,3A,SOS,NONE,O15M,2007,
ENG,discards,7E,3A,SOS,NONE,O15M,2007,0.453
FRA,discards,7E,3A,SOS,NONE,O10T15M,2007,
FRA,discards,7E,TRAMMEL,SOL,NONE,U10M,2007,
FRA,discards,7E,TRAMMEL,SOL,NONE,O15M,2007,
ENG,discards,7E,TRAMMEL,SOL,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SOL,NONE,O10T15M,2007,
ENG,discards,7E,TRAMMEL,SOL,NONE,O10T15M,2007,
FRA,discards,7E,POTS,SOL,NONE,U10M,2007,
ENG,discards,7E,POTS,SOL,NONE,U10M,2007,
FRA,discards,7E,POTS,SOL,NONE,O10T15M,2007,
ENG,discards,7E,POTS,SOL,NONE,O10T15M,2007,
FRA,discards,7E,PEL_TRAWL,SOL,NONE,U10M,2007,
FRA,discards,7E,PEL_TRAWL,SOL,NONE,O15M,2007,
FRA,discards,7E,PEL_TRAWL,SOL,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SOL,NONE,U10M,2007,0.002
ENG,discards,7E,OTTER,SOL,NONE,U10M,2007,0.017
GBJ,discards,7E,OTTER,SOL,NONE,O15M,2007,0
FRA,discards,7E,OTTER,SOL,NONE,O15M,2007,0.05
ENG,discards,7E,OTTER,SOL,NONE,O15M,2007,0.003
BEL,discards,7E,OTTER,SOL,NONE,O15M,2007,0
FRA,discards,7E,OTTER,SOL,NONE,O10T15M,2007,0.051
ENG,discards,7E,OTTER,SOL,NONE,O10T15M,2007,0.03
FRA,discards,7E,NONE,SOL,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SOL,NONE,U10M,2007,
ENG,discards,7E,LONGLINE,SOL,NONE,U10M,2007,
ENG,discards,7E,LONGLINE,SOL,NONE,O15M,2007,
FRA,discards,7E,LONGLINE,SOL,NONE,O10T15M,2007,
ENG,discards,7E,LONGLINE,SOL,NONE,O10T15M,2007,
FRA,discards,7E,GILL,SOL,NONE,U10M,2007,
ENG,discards,7E,GILL,SOL,NONE,U10M,2007,
FRA,discards,7E,GILL,SOL,NONE,O15M,2007,
ENG,discards,7E,GILL,SOL,NONE,O15M,2007,
FRA,discards,7E,GILL,SOL,NONE,O10T15M,2007,
ENG,discards,7E,GILL,SOL,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SOL,NONE,U10M,2007,
ENG,discards,7E,DREDGE,SOL,NONE,U10M,2007,
SCO,discards,7E,DREDGE,SOL,NONE,O15M,2007,
IOM,discards,7E,DREDGE,SOL,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SOL,NONE,O15M,2007,
ENG,discards,7E,DREDGE,SOL,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SOL,NONE,O10T15M,2007,
ENG,discards,7E,DREDGE,SOL,NONE,O10T15M,2007,
ENG,discards,7E,BEAM,SOL,NONE,O15M,2007,
FRA,discards,7E,3B,SOL,NONE,U10M,2007,0
ENG,discards,7E,3B,SOL,NONE,U10M,2007,0
FRA,discards,7E,3B,SOL,NONE,O15M,2007,0
ENG,discards,7E,3B,SOL,NONE,O15M,2007,0
FRA,discards,7E,3B,SOL,NONE,O10T15M,2007,0
ENG,discards,7E,3B,SOL,NONE,O10T15M,2007,0
ENG,discards,7E,3A,SOL,NONE,U10M,2007,0.366
IRL,discards,7E,3A,SOL,NONE,O15M,2007,0.165
FRA,discards,7E,3A,SOL,NONE,O15M,2007,2.964
ENG,discards,7E,3A,SOL,NONE,O15M,2007,42.203
BEL,discards,7E,3A,SOL,NONE,O15M,2007,1.464
FRA,discards,7E,3A,SOL,NONE,O10T15M,2007,1.819
ENG,discards,7E,3A,SOL,NONE,O10T15M,2007,1.621
FRA,discards,7E,DREDGE,SME,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SMD,NONE,O10T15M,2007,6.97
FRA,discards,7E,TRAMMEL,SKA,NONE,U10M,2007,
FRA,discards,7E,TRAMMEL,SKA,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SKA,NONE,O10T15M,2007,
FRA,discards,7E,POTS,SKA,NONE,U10M,2007,
FRA,discards,7E,POTS,SKA,NONE,O10T15M,2007,
FRA,discards,7E,PEL_TRAWL,SKA,NONE,U10M,2007,
FRA,discards,7E,PEL_TRAWL,SKA,NONE,O15M,2007,
FRA,discards,7E,PEL_TRAWL,SKA,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SKA,NONE,U10M,2007,
FRA,discards,7E,OTTER,SKA,NONE,O15M,2007,
FRA,discards,7E,OTTER,SKA,NONE,O10T15M,2007,
FRA,discards,7E,NONE,SKA,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SKA,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,SKA,NONE,O15M,2007,
FRA,discards,7E,LONGLINE,SKA,NONE,O10T15M,2007,
FRA,discards,7E,GILL,SKA,NONE,U10M,2007,
FRA,discards,7E,GILL,SKA,NONE,O15M,2007,
FRA,discards,7E,GILL,SKA,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SKA,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SKA,NONE,O10T15M,2007,
FRA,discards,7E,3B,SKA,NONE,U10M,2007,
FRA,discards,7E,3B,SKA,NONE,O15M,2007,
FRA,discards,7E,3B,SKA,NONE,O10T15M,2007,
FRA,discards,7E,3A,SKA,NONE,O15M,2007,0
BEL,discards,7E,3A,SKA,NONE,O15M,2007,0
FRA,discards,7E,3A,SKA,NONE,O10T15M,2007,0
FRA,discards,7E,OTTER,SHD,NONE,O15M,2007,
FRA,discards,7E,OTTER,SHD,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SHD,NONE,O10T15M,2007,
FRA,discards,7E,3B,SHD,NONE,U10M,2007,
FRA,discards,7E,3B,SHD,NONE,O10T15M,2007,
FRA,discards,7E,TRAMMEL,SDV,NONE,U10M,2007,
FRA,discards,7E,TRAMMEL,SDV,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SDV,NONE,O10T15M,2007,
FRA,discards,7E,POTS,SDV,NONE,U10M,2007,
FRA,discards,7E,POTS,SDV,NONE,O10T15M,2007,
FRA,discards,7E,PEL_TRAWL,SDV,NONE,O15M,2007,
FRA,discards,7E,PEL_TRAWL,SDV,NONE,O10T15M,2007,
FRA,discards,7E,PEL_SEINE,SDV,NONE,O15M,2007,
FRA,discards,7E,OTTER,SDV,NONE,U10M,2007,
FRA,discards,7E,OTTER,SDV,NONE,O15M,2007,
FRA,discards,7E,OTTER,SDV,NONE,O10T15M,2007,
FRA,discards,7E,NONE,SDV,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SDV,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,SDV,NONE,O15M,2007,
FRA,discards,7E,LONGLINE,SDV,NONE,O10T15M,2007,
FRA,discards,7E,GILL,SDV,NONE,U10M,2007,
FRA,discards,7E,GILL,SDV,NONE,O15M,2007,
FRA,discards,7E,GILL,SDV,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SDV,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SDV,NONE,O10T15M,2007,
FRA,discards,7E,3B,SDV,NONE,U10M,2007,
FRA,discards,7E,3B,SDV,NONE,O15M,2007,
FRA,discards,7E,3B,SDV,NONE,O10T15M,2007,
FRA,discards,7E,3A,SDV,NONE,O15M,2007,
FRA,discards,7E,3A,SDV,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SDT,NONE,O10T15M,2007,0.049
ENG,discards,7E,3A,SDT,NONE,O15M,2007,0.001
ENG,discards,7E,OTTER,SDS,NONE,U10M,2007,13.989
ENG,discards,7E,OTTER,SDS,NONE,O15M,2007,2.227
ENG,discards,7E,OTTER,SDS,NONE,O10T15M,2007,45.557
ENG,discards,7E,3B,SDS,NONE,O15M,2007,0.093
ENG,discards,7E,3A,SDS,NONE,O15M,2007,18.34
FRA,discards,7E,TRAMMEL,SCX,NONE,U10M,2007,
FRA,discards,7E,POTS,SCX,NONE,U10M,2007,
FRA,discards,7E,PEL_TRAWL,SCX,NONE,U10M,2007,
FRA,discards,7E,PEL_TRAWL,SCX,NONE,O15M,2007,
FRA,discards,7E,OTTER,SCX,NONE,U10M,2007,
FRA,discards,7E,OTTER,SCX,NONE,O15M,2007,
FRA,discards,7E,OTTER,SCX,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SCX,NONE,U10M,2007,
FRA,discards,7E,GILL,SCX,NONE,U10M,2007,
FRA,discards,7E,DREDGE,SCX,NONE,U10M,2007,
FRA,discards,7E,DREDGE,SCX,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SCX,NONE,O10T15M,2007,
FRA,discards,7E,3B,SCX,NONE,U10M,2007,
FRA,discards,7E,3B,SCX,NONE,O10T15M,2007,
FRA,discards,7E,3A,SCX,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SCR,NONE,U10M,2007,0.09
ENG,discards,7E,TRAMMEL,SCR,NONE,U10M,2007,0.003
FRA,discards,7E,TRAMMEL,SCR,NONE,O15M,2007,0.239
ENG,discards,7E,TRAMMEL,SCR,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SCR,NONE,O10T15M,2007,1.697
ENG,discards,7E,TRAMMEL,SCR,NONE,O10T15M,2007,0.009
SCO,discards,7E,POTS,SCR,NONE,U10M,2007,
FRA,discards,7E,POTS,SCR,NONE,U10M,2007,
ENG,discards,7E,POTS,SCR,NONE,U10M,2007,
GBG,discards,7E,POTS,SCR,NONE,O15M,2007,
FRA,discards,7E,POTS,SCR,NONE,O15M,2007,
ENG,discards,7E,POTS,SCR,NONE,O15M,2007,
FRA,discards,7E,POTS,SCR,NONE,O10T15M,2007,
ENG,discards,7E,POTS,SCR,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SCR,NONE,U10M,2007,159.708
ENG,discards,7E,OTTER,SCR,NONE,U10M,2007,119.313
FRA,discards,7E,OTTER,SCR,NONE,O15M,2007,623.105
ENG,discards,7E,OTTER,SCR,NONE,O15M,2007,11.983
FRA,discards,7E,OTTER,SCR,NONE,O10T15M,2007,1147.434
ENG,discards,7E,OTTER,SCR,NONE,O10T15M,2007,55.603
FRA,discards,7E,NONE,SCR,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SCR,NONE,O10T15M,2007,
FRA,discards,7E,GILL,SCR,NONE,U10M,2007,3.52
ENG,discards,7E,GILL,SCR,NONE,U10M,2007,19.257
FRA,discards,7E,GILL,SCR,NONE,O15M,2007,50.153
ENG,discards,7E,GILL,SCR,NONE,O15M,2007,0.027
FRA,discards,7E,GILL,SCR,NONE,O10T15M,2007,125.255
ENG,discards,7E,GILL,SCR,NONE,O10T15M,2007,11.463
FRA,discards,7E,DREDGE,SCR,NONE,U10M,2007,
ENG,discards,7E,DREDGE,SCR,NONE,U10M,2007,
FRA,discards,7E,DREDGE,SCR,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SCR,NONE,O10T15M,2007,
ENG,discards,7E,DREDGE,SCR,NONE,O10T15M,2007,
FRA,discards,7E,3B,SCR,NONE,U10M,2007,130.133
ENG,discards,7E,3B,SCR,NONE,U10M,2007,10.507
FRA,discards,7E,3B,SCR,NONE,O15M,2007,53.579
ENG,discards,7E,3B,SCR,NONE,O15M,2007,1.311
FRA,discards,7E,3B,SCR,NONE,O10T15M,2007,426.826
ENG,discards,7E,3B,SCR,NONE,O10T15M,2007,3.345
ENG,discards,7E,3A,SCR,NONE,O15M,2007,95.171
FRA,discards,7E,3A,SCR,NONE,O10T15M,2007,1.156
ENG,discards,7E,3A,SCR,NONE,O10T15M,2007,10.35
FRA,discards,7E,OTTER,SCO,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SCL,NONE,U10M,2007,
FRA,discards,7E,TRAMMEL,SCL,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SCL,NONE,O10T15M,2007,
FRA,discards,7E,POTS,SCL,NONE,U10M,2007,
FRA,discards,7E,POTS,SCL,NONE,O15M,2007,
FRA,discards,7E,POTS,SCL,NONE,O10T15M,2007,
FRA,discards,7E,PEL_TRAWL,SCL,NONE,O15M,2007,
FRA,discards,7E,PEL_TRAWL,SCL,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SCL,NONE,U10M,2007,
FRA,discards,7E,OTTER,SCL,NONE,O15M,2007,
FRA,discards,7E,OTTER,SCL,NONE,O10T15M,2007,
FRA,discards,7E,NONE,SCL,NONE,O15M,2007,
FRA,discards,7E,NONE,SCL,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SCL,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,SCL,NONE,O15M,2007,
FRA,discards,7E,LONGLINE,SCL,NONE,O10T15M,2007,
FRA,discards,7E,GILL,SCL,NONE,U10M,2007,
FRA,discards,7E,GILL,SCL,NONE,O15M,2007,
FRA,discards,7E,GILL,SCL,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SCL,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SCL,NONE,O10T15M,2007,
FRA,discards,7E,3B,SCL,NONE,U10M,2007,
FRA,discards,7E,3B,SCL,NONE,O15M,2007,
FRA,discards,7E,3B,SCL,NONE,O10T15M,2007,
FRA,discards,7E,3A,SCL,NONE,O15M,2007,
FRA,discards,7E,3A,SCL,NONE,O10T15M,2007,
FRA,discards,7E,TRAMMEL,SCE,NONE,O10T15M,2007,
FRA,discards,7E,POTS,SCE,NONE,U10M,2007,
ENG,discards,7E,POTS,SCE,NONE,U10M,2007,
FRA,discards,7E,POTS,SCE,NONE,O10T15M,2007,
ENG,discards,7E,POTS,SCE,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SCE,NONE,U10M,2007,2.376
FRA,discards,7E,OTTER,SCE,NONE,O15M,2007,4.677
ENG,discards,7E,OTTER,SCE,NONE,O15M,2007,0.022
FRA,discards,7E,OTTER,SCE,NONE,O10T15M,2007,44.064
ENG,discards,7E,OTTER,SCE,NONE,O10T15M,2007,2.31
FRA,discards,7E,NONE,SCE,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SCE,NONE,U10M,2007,
ENG,discards,7E,LONGLINE,SCE,NONE,U10M,2007,
FRA,discards,7E,GILL,SCE,NONE,U10M,2007,
ENG,discards,7E,GILL,SCE,NONE,U10M,2007,0.015
FRA,discards,7E,GILL,SCE,NONE,O15M,2007,
FRA,discards,7E,GILL,SCE,NONE,O10T15M,2007,
ENG,discards,7E,GILL,SCE,NONE,O10T15M,2007,0.002
FRA,discards,7E,DREDGE,SCE,NONE,U10M,2007,
ENG,discards,7E,DREDGE,SCE,NONE,U10M,2007,
SCO,discards,7E,DREDGE,SCE,NONE,O15M,2007,
NLD,discards,7E,DREDGE,SCE,NONE,O15M,2007,
IRL,discards,7E,DREDGE,SCE,NONE,O15M,2007,
IOM,discards,7E,DREDGE,SCE,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SCE,NONE,O15M,2007,
ENG,discards,7E,DREDGE,SCE,NONE,O15M,2007,
FRA,discards,7E,DREDGE,SCE,NONE,O10T15M,2007,
ENG,discards,7E,DREDGE,SCE,NONE,O10T15M,2007,
ENG,discards,7E,BEAM,SCE,NONE,O15M,2007,
FRA,discards,7E,3B,SCE,NONE,U10M,2007,
ENG,discards,7E,3B,SCE,NONE,U10M,2007,
FRA,discards,7E,3B,SCE,NONE,O10T15M,2007,
ENG,discards,7E,3B,SCE,NONE,O10T15M,2007,
ENG,discards,7E,3A,SCE,NONE,U10M,2007,0.181
ENG,discards,7E,3A,SCE,NONE,O15M,2007,29.815
FRA,discards,7E,3A,SCE,NONE,O10T15M,2007,0.434
ENG,discards,7E,3A,SCE,NONE,O10T15M,2007,1.236
FRA,discards,7E,TRAMMEL,SBR,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SBR,NONE,O10T15M,2007,
FRA,discards,7E,PEL_SEINE,SBR,NONE,O15M,2007,
FRA,discards,7E,PEL_SEINE,SBR,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SBR,NONE,U10M,2007,
FRA,discards,7E,OTTER,SBR,NONE,O15M,2007,
ENG,discards,7E,OTTER,SBR,NONE,O15M,2007,
FRA,discards,7E,OTTER,SBR,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,SBR,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SBR,NONE,U10M,2007,
ENG,discards,7E,LONGLINE,SBR,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,SBR,NONE,O10T15M,2007,
ENG,discards,7E,GILL,SBR,NONE,U10M,2007,
FRA,discards,7E,GILL,SBR,NONE,O15M,2007,
FRA,discards,7E,GILL,SBR,NONE,O10T15M,2007,
SCO,discards,7E,DEM_SEINE,SBR,NONE,O15M,2007,
NLD,discards,7E,DEM_SEINE,SBR,NONE,O15M,2007,
FRA,discards,7E,3B,SBR,NONE,U10M,2007,
ENG,discards,7E,3B,SBR,NONE,U10M,2007,
FRA,discards,7E,3B,SBR,NONE,O15M,2007,
ENG,discards,7E,3B,SBR,NONE,O15M,2007,
FRA,discards,7E,3B,SBR,NONE,O10T15M,2007,
SCO,discards,7E,3A,SBR,NONE,O15M,2007,
FRA,discards,7E,OTTER,SBL,NONE,O15M,2007,
FRA,discards,7E,TRAMMEL,SBG,NONE,O10T15M,2007,
FRA,discards,7E,PEL_SEINE,SBG,NONE,O15M,2007,
FRA,discards,7E,PEL_SEINE,SBG,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SBG,NONE,O15M,2007,
FRA,discards,7E,OTTER,SBG,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SBG,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,SBG,NONE,O10T15M,2007,
FRA,discards,7E,3B,SBG,NONE,U10M,2007,
FRA,discards,7E,3B,SBG,NONE,O15M,2007,
FRA,discards,7E,3B,SBG,NONE,O10T15M,2007,
FRA,discards,7E,OTTER,SBA,NONE,O10T15M,2007,
FRA,discards,7E,3B,SBA,NONE,O10T15M,2007,
ENG,discards,7E,3A,SAX,NONE,O15M,2007,0.027
FRA,discards,7E,PEL_SEINE,SAN,NONE,O15M,2007,
FRA,discards,7E,OTTER,SAN,NONE,U10M,2007,
FRA,discards,7E,OTTER,SAN,NONE,O15M,2007,
FRA,discards,7E,OTTER,SAN,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,SAN,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,SAN,NONE,O10T15M,2007,
FRA,discards,7E,DREDGE,SAN,NONE,U10M,2007,
FRA,discards,7E,DREDGE,SAN,NONE,O10T15M,2007,
FRA,discards,7E,3B,SAL,NONE,U10M,2007,
ENG,discards,7E,3B,SAL,NONE,U10M,2007,
FRA,discards,7E,3B,SAL,NONE,O10T15M,2007,
FRA,discards,7E,PEL_SEINE,RPG,NONE,O15M,2007,
FRA,discards,7E,OTTER,RPG,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,RPG,NONE,U10M,2007,
FRA,discards,7E,LONGLINE,RPG,NONE,O15M,2007,
FRA,discards,7E,LONGLINE,RPG,NONE,O10T15M,2007,
FRA,discards,7E,3B,RPG,NONE,O15M,2007,
FRA,discards,7E,3B,RPG,NONE,O10T15M,2007,
ENG,discards,7E,OTTER,RLI,NONE,U10M,2007,0.307
ENG,discards,7E,OTTER,RLI,NONE,O10T15M,2007,2.613
ENG,discards,7E,3A,RLI,NONE,O15M,2007,30.563
ENG,discards,7E,3A,RLI,NONE,O10T15M,2007,0.67
FRA,discards,7E,OTTER,RJO,NONE,O15M,2007,
FRA,discards,7E,OTTER,RJO,NONE,O10T15M,2007,
FRA,discards,7E,LONGLINE,RJO,NONE,O15M,2007,
